record_id,kw::advanced,kw::confidential,kw::criminal,kw::cybercrime,kw::data,kw::database,kw::dlp,kw::exfiltration,kw::fraud,kw::insider,kw::leak,kw::personal data,kw::pii,kw::privacy,kw::records,kw::sensitive information,kw::threat,kw::with,keyword_hit_count,pred_keyword_search
abstract_796456,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4,1
abstract_797621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_815907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_823869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_827356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_830838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_835062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_840306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_840753,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
abstract_841769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_842138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_849084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1
abstract_856646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_864358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_874315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_874506,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
abstract_879268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1
abstract_884039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_889156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_906221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_916714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
abstract_920214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_937658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
abstract_939870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_940217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1
abstract_945254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
abstract_947445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_949205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_950848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_956355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_969753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1
abstract_974150,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1
abstract_975918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_976252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_977713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_978539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
abstract_982591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_983835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_989657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1002713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1004112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1006418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1010805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1011772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_1012721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1014802,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1
abstract_1014825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1024549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_1026427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1029057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1030752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1039694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1041246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1048229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
abstract_1049528,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1
abstract_1052788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1055442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1057223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1
abstract_1059107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1059781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1062714,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1
abstract_1066952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1068254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1074927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1078080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_1080554,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1
abstract_1086356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
abstract_1089100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1092913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
abstract_1105078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1107734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1115080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_1120301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_1122486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
abstract_1126561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1129919,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
abstract_1132191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1133784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1143670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_1144852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1
abstract_1149973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
abstract_1154789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1170989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
abstract_1171900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1175297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1177643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
abstract_1186014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
abstract_1189819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1195262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
abstract_1196378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1207537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
abstract_1208153,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1
abstract_1218073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
abstract_1225991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
abstract_1226184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
abstract_1227227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1231091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstract_1234235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
