record_id,abstract_id,abstract_uri,weak_labels,weak_category,priority_reason,queue_status,created_at_utc
abstract_81208,81208,http://example.org/abstract81208,networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_83558,83558,http://example.org/abstract83558,cyberthreat; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_85932,85932,http://example.org/abstract85932,networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_86408,86408,http://example.org/abstract86408,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_93398,93398,http://example.org/abstract93398,networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_100497,100497,http://example.org/abstract100497,digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_102484,102484,http://example.org/abstract102484,digitalsecurity; malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_105760,105760,http://example.org/abstract105760,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_107767,107767,http://example.org/abstract107767,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_110062,110062,http://example.org/abstract110062,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_112805,112805,http://example.org/abstract112805,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_124965,124965,http://example.org/abstract124965,cyberattack; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_125681,125681,http://example.org/abstract125681,cyberattack; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_125798,125798,http://example.org/abstract125798,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_126532,126532,http://example.org/abstract126532,cyberthreat; dataprotection; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_131431,131431,http://example.org/abstract131431,cyberattack; cybersecurity; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_139518,139518,http://example.org/abstract139518,cyberattack; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_145727,145727,http://example.org/abstract145727,cyberattack; cybersecurity; cybertraining; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_152796,152796,http://example.org/abstract152796,cloudsecurity; dataprotection; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_155578,155578,http://example.org/abstract155578,cyberdefense; cybersecurity; cyberthreat; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_158549,158549,http://example.org/abstract158549,cyberattack; cybersecurity; dataprotection; digitalsecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_161958,161958,http://example.org/abstract161958,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_166514,166514,http://example.org/abstract166514,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_178099,178099,http://example.org/abstract178099,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_179696,179696,http://example.org/abstract179696,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_179903,179903,http://example.org/abstract179903,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_187552,187552,http://example.org/abstract187552,cyberattack; cyberthreat; digitalsecurity; malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_188978,188978,http://example.org/abstract188978,cyberattack; cyberawareness; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_189003,189003,http://example.org/abstract189003,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_194313,194313,http://example.org/abstract194313,cyberattack; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_196911,196911,http://example.org/abstract196911,cybersecurity,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_197613,197613,http://example.org/abstract197613,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_206431,206431,http://example.org/abstract206431,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_206802,206802,http://example.org/abstract206802,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_209924,209924,http://example.org/abstract209924,cyberattack; cyberworld; hacking,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_214226,214226,http://example.org/abstract214226,cyberattack; cyberthreat; cyberworld,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_214766,214766,http://example.org/abstract214766,digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_216746,216746,http://example.org/abstract216746,cyberattack; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_220283,220283,http://example.org/abstract220283,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_224794,224794,http://example.org/abstract224794,cyberattack; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_227271,227271,http://example.org/abstract227271,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_228784,228784,http://example.org/abstract228784,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_233495,233495,http://example.org/abstract233495,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_242525,242525,http://example.org/abstract242525,cyberawareness,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_248471,248471,http://example.org/abstract248471,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_259612,259612,http://example.org/abstract259612,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_260063,260063,http://example.org/abstract260063,cyberworld,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_264076,264076,http://example.org/abstract264076,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_265164,265164,http://example.org/abstract265164,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_266970,266970,http://example.org/abstract266970,cybertraining,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_270227,270227,http://example.org/abstract270227,cloudsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_271065,271065,http://example.org/abstract271065,cyberattack,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_272502,272502,http://example.org/abstract272502,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_272817,272817,http://example.org/abstract272817,cyberthreat; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_283902,283902,http://example.org/abstract283902,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_289350,289350,http://example.org/abstract289350,cyberattack; cyberawareness,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_294511,294511,http://example.org/abstract294511,cyberattack; cybersecurity; cyberthreat; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_300512,300512,http://example.org/abstract300512,cyberthreat; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_301309,301309,http://example.org/abstract301309,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_308142,308142,http://example.org/abstract308142,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_318378,318378,http://example.org/abstract318378,cyberattack,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_319025,319025,http://example.org/abstract319025,digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_319040,319040,http://example.org/abstract319040,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_339829,339829,http://example.org/abstract339829,cyberworld,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_346983,346983,http://example.org/abstract346983,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_348268,348268,http://example.org/abstract348268,cybersecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_351021,351021,http://example.org/abstract351021,cyberattack; cyberawareness,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_351844,351844,http://example.org/abstract351844,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_361033,361033,http://example.org/abstract361033,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_364997,364997,http://example.org/abstract364997,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_376632,376632,http://example.org/abstract376632,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_385977,385977,http://example.org/abstract385977,cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_389459,389459,http://example.org/abstract389459,cyberattack; cybersecurity; cyberthreat; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_401220,401220,http://example.org/abstract401220,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_406676,406676,http://example.org/abstract406676,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_414030,414030,http://example.org/abstract414030,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_416447,416447,http://example.org/abstract416447,cyberworld,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_419247,419247,http://example.org/abstract419247,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_423138,423138,http://example.org/abstract423138,dataprotection; digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_423247,423247,http://example.org/abstract423247,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_423925,423925,http://example.org/abstract423925,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_425273,425273,http://example.org/abstract425273,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_425600,425600,http://example.org/abstract425600,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_428625,428625,http://example.org/abstract428625,cyberworld; malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_438843,438843,http://example.org/abstract438843,cyberattack; cybercrime; cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_442686,442686,http://example.org/abstract442686,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_444195,444195,http://example.org/abstract444195,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_449740,449740,http://example.org/abstract449740,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_452693,452693,http://example.org/abstract452693,cyberawareness,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_458436,458436,http://example.org/abstract458436,cyberdefense; cyberworld,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_459117,459117,http://example.org/abstract459117,cyberattack; cyberthreat; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_459370,459370,http://example.org/abstract459370,cyberattack; cyberthreat; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_462949,462949,http://example.org/abstract462949,cyberattack; cyberthreat; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_463579,463579,http://example.org/abstract463579,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_474136,474136,http://example.org/abstract474136,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_478681,478681,http://example.org/abstract478681,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_479319,479319,http://example.org/abstract479319,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_482320,482320,http://example.org/abstract482320,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_486330,486330,http://example.org/abstract486330,cyberattack; cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_488019,488019,http://example.org/abstract488019,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_494460,494460,http://example.org/abstract494460,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_500731,500731,http://example.org/abstract500731,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_502788,502788,http://example.org/abstract502788,cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_511166,511166,http://example.org/abstract511166,iotsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_518626,518626,http://example.org/abstract518626,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_528368,528368,http://example.org/abstract528368,networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_531059,531059,http://example.org/abstract531059,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_532714,532714,http://example.org/abstract532714,dataprotection; digitalsecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_535188,535188,http://example.org/abstract535188,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_538227,538227,http://example.org/abstract538227,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_540396,540396,http://example.org/abstract540396,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_544753,544753,http://example.org/abstract544753,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_554404,554404,http://example.org/abstract554404,cyberawareness; cyberthreat; dataprotection; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_559609,559609,http://example.org/abstract559609,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_572549,572549,http://example.org/abstract572549,cyberawareness,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_583369,583369,http://example.org/abstract583369,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_588144,588144,http://example.org/abstract588144,cybertraining; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_588460,588460,http://example.org/abstract588460,cyberthreat; cyberworld; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_588930,588930,http://example.org/abstract588930,cyberthreat; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_589685,589685,http://example.org/abstract589685,dataprotection; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_596506,596506,http://example.org/abstract596506,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_601885,601885,http://example.org/abstract601885,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_610710,610710,http://example.org/abstract610710,cyberattack; cyberawareness; dataprotection; digitalsecurity; phishing,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_611815,611815,http://example.org/abstract611815,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_617939,617939,http://example.org/abstract617939,cyberattack; cyberthreat; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_625508,625508,http://example.org/abstract625508,cyberattack; cybersecurity; cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_628440,628440,http://example.org/abstract628440,dataprotection; digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_634260,634260,http://example.org/abstract634260,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_635279,635279,http://example.org/abstract635279,cyberattack; cyberthreat; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_652820,652820,http://example.org/abstract652820,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_653950,653950,http://example.org/abstract653950,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_657888,657888,http://example.org/abstract657888,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_659923,659923,http://example.org/abstract659923,dataprotection; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_662506,662506,http://example.org/abstract662506,cybersecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_668470,668470,http://example.org/abstract668470,cybertraining; dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_669211,669211,http://example.org/abstract669211,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_675868,675868,http://example.org/abstract675868,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_676224,676224,http://example.org/abstract676224,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_679450,679450,http://example.org/abstract679450,cyberattack; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_700126,700126,http://example.org/abstract700126,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_702283,702283,http://example.org/abstract702283,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_703689,703689,http://example.org/abstract703689,cyberattack; dataprotection; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_707333,707333,http://example.org/abstract707333,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_707627,707627,http://example.org/abstract707627,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_709348,709348,http://example.org/abstract709348,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_723001,723001,http://example.org/abstract723001,cyberattack; cyberawareness; cybersecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_727236,727236,http://example.org/abstract727236,cyberattack; cybertraining,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_727548,727548,http://example.org/abstract727548,networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_730373,730373,http://example.org/abstract730373,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_732920,732920,http://example.org/abstract732920,cyberattack; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_736539,736539,http://example.org/abstract736539,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_737289,737289,http://example.org/abstract737289,cyberawareness; cybersecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_738041,738041,http://example.org/abstract738041,cybersecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_739031,739031,http://example.org/abstract739031,cyberawareness; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_739477,739477,http://example.org/abstract739477,cyberattack; cyberawareness,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_745662,745662,http://example.org/abstract745662,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_746047,746047,http://example.org/abstract746047,cyberattack; cyberawareness; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_754791,754791,http://example.org/abstract754791,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_757799,757799,http://example.org/abstract757799,digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_758826,758826,http://example.org/abstract758826,cloudsecurity; cyberattack; cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
