record_id,source_type,abstract_id,abstract_uri,weak_labels,weak_tactics,derived_category,derived_severity,category_rule,severity_rule,unknown_labels,label_count,tactic_count
abstract_100497,ontology_abstract,100497,http://example.org/abstract100497,digitalsecurity; privacy,Access_Control; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_102484,ontology_abstract,102484,http://example.org/abstract102484,digitalsecurity; malware,Antivirus_Scanning; Digital_Asset_Protection,Malware,Critical,multi_category_priority_rule,max_severity_rule,,2,2
abstract_105178,ontology_abstract,105178,http://example.org/abstract105178,dataprotection; privacy,Access_Control; Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_105760,ontology_abstract,105760,http://example.org/abstract105760,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_107767,ontology_abstract,107767,http://example.org/abstract107767,dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,3,3
abstract_110062,ontology_abstract,110062,http://example.org/abstract110062,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_112805,ontology_abstract,112805,http://example.org/abstract112805,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_124965,ontology_abstract,124965,http://example.org/abstract124965,cyberattack; privacy,Access_Control; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_125681,ontology_abstract,125681,http://example.org/abstract125681,cyberattack; digitalsecurity,Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_125798,ontology_abstract,125798,http://example.org/abstract125798,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_126532,ontology_abstract,126532,http://example.org/abstract126532,cyberthreat; dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_131431,ontology_abstract,131431,http://example.org/abstract131431,cyberattack; cybersecurity; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_139518,ontology_abstract,139518,http://example.org/abstract139518,cyberattack; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_145727,ontology_abstract,145727,http://example.org/abstract145727,cyberattack; cybersecurity; cybertraining; networksecurity,Network_Segmentation; Security_Awareness_Training; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_152796,ontology_abstract,152796,http://example.org/abstract152796,cloudsecurity; dataprotection; networksecurity,Cloud_Access_Control; Data_Loss_Prevention; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_155578,ontology_abstract,155578,http://example.org/abstract155578,cyberdefense; cybersecurity; cyberthreat; dataprotection,Data_Loss_Prevention; Defense_in_Depth; Security_Operations_Center; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_158549,ontology_abstract,158549,http://example.org/abstract158549,cyberattack; cybersecurity; dataprotection; digitalsecurity; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Network_Segmentation; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,6,6
abstract_161958,ontology_abstract,161958,http://example.org/abstract161958,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_166514,ontology_abstract,166514,http://example.org/abstract166514,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_178099,ontology_abstract,178099,http://example.org/abstract178099,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_179696,ontology_abstract,179696,http://example.org/abstract179696,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_179903,ontology_abstract,179903,http://example.org/abstract179903,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_187552,ontology_abstract,187552,http://example.org/abstract187552,cyberattack; cyberthreat; digitalsecurity; malware,Antivirus_Scanning; Digital_Asset_Protection; Threat_Hunting; Threat_Intelligence,Malware,Critical,multi_category_priority_rule,max_severity_rule,,4,4
abstract_188978,ontology_abstract,188978,http://example.org/abstract188978,cyberattack; cyberawareness; privacy,Access_Control; Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_189003,ontology_abstract,189003,http://example.org/abstract189003,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_194313,ontology_abstract,194313,http://example.org/abstract194313,cyberattack; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_196911,ontology_abstract,196911,http://example.org/abstract196911,cybersecurity,Security_Operations_Center,System Vulnerability,Medium,single_category,max_severity_rule,,1,1
abstract_197613,ontology_abstract,197613,http://example.org/abstract197613,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_203532,ontology_abstract,203532,http://example.org/abstract203532,cyberattack; cyberthreat; dataprotection; networksecurity,Data_Loss_Prevention; Network_Segmentation; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_206431,ontology_abstract,206431,http://example.org/abstract206431,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_206802,ontology_abstract,206802,http://example.org/abstract206802,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_209924,ontology_abstract,209924,http://example.org/abstract209924,cyberattack; cyberworld; hacking,Digital_Risk_Management; Intrusion_Detection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_214226,ontology_abstract,214226,http://example.org/abstract214226,cyberattack; cyberthreat; cyberworld,Digital_Risk_Management; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_214766,ontology_abstract,214766,http://example.org/abstract214766,digitalsecurity; privacy,Access_Control; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_216746,ontology_abstract,216746,http://example.org/abstract216746,cyberattack; digitalsecurity,Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_220283,ontology_abstract,220283,http://example.org/abstract220283,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_224794,ontology_abstract,224794,http://example.org/abstract224794,cyberattack; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_227271,ontology_abstract,227271,http://example.org/abstract227271,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_228784,ontology_abstract,228784,http://example.org/abstract228784,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_233495,ontology_abstract,233495,http://example.org/abstract233495,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_242525,ontology_abstract,242525,http://example.org/abstract242525,cyberawareness,Security_Awareness_Training,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_248471,ontology_abstract,248471,http://example.org/abstract248471,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_259612,ontology_abstract,259612,http://example.org/abstract259612,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_260063,ontology_abstract,260063,http://example.org/abstract260063,cyberworld,Digital_Risk_Management,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_264076,ontology_abstract,264076,http://example.org/abstract264076,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_265164,ontology_abstract,265164,http://example.org/abstract265164,dataprotection; privacy,Access_Control; Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_266970,ontology_abstract,266970,http://example.org/abstract266970,cybertraining,Security_Awareness_Training,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_270227,ontology_abstract,270227,http://example.org/abstract270227,cloudsecurity; networksecurity,Cloud_Access_Control; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_271065,ontology_abstract,271065,http://example.org/abstract271065,cyberattack,Threat_Hunting,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_272502,ontology_abstract,272502,http://example.org/abstract272502,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_272817,ontology_abstract,272817,http://example.org/abstract272817,cyberthreat; networksecurity,Network_Segmentation; Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,2,2
abstract_283902,ontology_abstract,283902,http://example.org/abstract283902,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_289350,ontology_abstract,289350,http://example.org/abstract289350,cyberattack; cyberawareness,Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_294511,ontology_abstract,294511,http://example.org/abstract294511,cyberattack; cybersecurity; cyberthreat; networksecurity,Network_Segmentation; Security_Operations_Center; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_300512,ontology_abstract,300512,http://example.org/abstract300512,cyberthreat; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_301309,ontology_abstract,301309,http://example.org/abstract301309,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_308142,ontology_abstract,308142,http://example.org/abstract308142,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_318378,ontology_abstract,318378,http://example.org/abstract318378,cyberattack,Threat_Hunting,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_319025,ontology_abstract,319025,http://example.org/abstract319025,digitalsecurity; networksecurity,Digital_Asset_Protection; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_319040,ontology_abstract,319040,http://example.org/abstract319040,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_339829,ontology_abstract,339829,http://example.org/abstract339829,cyberworld,Digital_Risk_Management,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_346983,ontology_abstract,346983,http://example.org/abstract346983,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_348268,ontology_abstract,348268,http://example.org/abstract348268,cybersecurity; privacy,Access_Control; Security_Operations_Center,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_351021,ontology_abstract,351021,http://example.org/abstract351021,cyberattack; cyberawareness,Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_351844,ontology_abstract,351844,http://example.org/abstract351844,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_361033,ontology_abstract,361033,http://example.org/abstract361033,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_364997,ontology_abstract,364997,http://example.org/abstract364997,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_376632,ontology_abstract,376632,http://example.org/abstract376632,dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,3,3
abstract_385977,ontology_abstract,385977,http://example.org/abstract385977,cyberthreat,Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_389459,ontology_abstract,389459,http://example.org/abstract389459,cyberattack; cybersecurity; cyberthreat; privacy,Access_Control; Security_Operations_Center; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_401220,ontology_abstract,401220,http://example.org/abstract401220,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_406676,ontology_abstract,406676,http://example.org/abstract406676,dataprotection; privacy,Access_Control; Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_414030,ontology_abstract,414030,http://example.org/abstract414030,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_416447,ontology_abstract,416447,http://example.org/abstract416447,cyberworld,Digital_Risk_Management,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_419247,ontology_abstract,419247,http://example.org/abstract419247,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_423138,ontology_abstract,423138,http://example.org/abstract423138,dataprotection; digitalsecurity; networksecurity,Data_Loss_Prevention; Digital_Asset_Protection; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_423247,ontology_abstract,423247,http://example.org/abstract423247,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_423925,ontology_abstract,423925,http://example.org/abstract423925,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_425273,ontology_abstract,425273,http://example.org/abstract425273,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_425600,ontology_abstract,425600,http://example.org/abstract425600,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_428625,ontology_abstract,428625,http://example.org/abstract428625,cyberworld; malware,Antivirus_Scanning; Digital_Risk_Management,Malware,Critical,multi_category_priority_rule,max_severity_rule,,2,2
abstract_438843,ontology_abstract,438843,http://example.org/abstract438843,cyberattack; cybercrime; cyberthreat,Incident_Response_Planning; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_442686,ontology_abstract,442686,http://example.org/abstract442686,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_444195,ontology_abstract,444195,http://example.org/abstract444195,dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,3,3
abstract_449740,ontology_abstract,449740,http://example.org/abstract449740,dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,3,3
abstract_452479,ontology_abstract,452479,http://example.org/abstract452479,cyberattack; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_452693,ontology_abstract,452693,http://example.org/abstract452693,cyberawareness,Security_Awareness_Training,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_453110,ontology_abstract,453110,http://example.org/abstract453110,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_458436,ontology_abstract,458436,http://example.org/abstract458436,cyberdefense; cyberworld,Defense_in_Depth; Digital_Risk_Management,System Vulnerability,Medium,single_category,max_severity_rule,,2,2
abstract_459117,ontology_abstract,459117,http://example.org/abstract459117,cyberattack; cyberthreat; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_459370,ontology_abstract,459370,http://example.org/abstract459370,cyberattack; cyberthreat; privacy,Access_Control; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_462949,ontology_abstract,462949,http://example.org/abstract462949,cyberattack; cyberthreat; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_463579,ontology_abstract,463579,http://example.org/abstract463579,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_474136,ontology_abstract,474136,http://example.org/abstract474136,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_478681,ontology_abstract,478681,http://example.org/abstract478681,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_479319,ontology_abstract,479319,http://example.org/abstract479319,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_482320,ontology_abstract,482320,http://example.org/abstract482320,dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,3,3
abstract_486330,ontology_abstract,486330,http://example.org/abstract486330,cyberattack; cyberthreat,Threat_Hunting; Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,2,2
abstract_488019,ontology_abstract,488019,http://example.org/abstract488019,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_494460,ontology_abstract,494460,http://example.org/abstract494460,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_500731,ontology_abstract,500731,http://example.org/abstract500731,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_502788,ontology_abstract,502788,http://example.org/abstract502788,cyberthreat,Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_511166,ontology_abstract,511166,http://example.org/abstract511166,iotsecurity; privacy,Access_Control; Device_Hardening,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_518626,ontology_abstract,518626,http://example.org/abstract518626,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_528368,ontology_abstract,528368,http://example.org/abstract528368,networksecurity,Network_Segmentation,Network Attacks,Medium,single_category,max_severity_rule,,1,1
abstract_531059,ontology_abstract,531059,http://example.org/abstract531059,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_532714,ontology_abstract,532714,http://example.org/abstract532714,dataprotection; digitalsecurity; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,4,4
abstract_535188,ontology_abstract,535188,http://example.org/abstract535188,dataprotection; privacy,Access_Control; Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_538227,ontology_abstract,538227,http://example.org/abstract538227,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_540396,ontology_abstract,540396,http://example.org/abstract540396,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_544753,ontology_abstract,544753,http://example.org/abstract544753,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_554404,ontology_abstract,554404,http://example.org/abstract554404,cyberawareness; cyberthreat; dataprotection; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Network_Segmentation; Security_Awareness_Training; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,5,5
abstract_559609,ontology_abstract,559609,http://example.org/abstract559609,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_572549,ontology_abstract,572549,http://example.org/abstract572549,cyberawareness,Security_Awareness_Training,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_583369,ontology_abstract,583369,http://example.org/abstract583369,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_588144,ontology_abstract,588144,http://example.org/abstract588144,cybertraining; privacy,Access_Control; Security_Awareness_Training,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_588460,ontology_abstract,588460,http://example.org/abstract588460,cyberthreat; cyberworld; privacy,Access_Control; Digital_Risk_Management; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_588930,ontology_abstract,588930,http://example.org/abstract588930,cyberthreat; dataprotection,Data_Loss_Prevention; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_589685,ontology_abstract,589685,http://example.org/abstract589685,dataprotection; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_596506,ontology_abstract,596506,http://example.org/abstract596506,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_601885,ontology_abstract,601885,http://example.org/abstract601885,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_610710,ontology_abstract,610710,http://example.org/abstract610710,cyberattack; cyberawareness; dataprotection; digitalsecurity; phishing,Data_Loss_Prevention; Digital_Asset_Protection; Email_Filtering; Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,5,5
abstract_611815,ontology_abstract,611815,http://example.org/abstract611815,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_617939,ontology_abstract,617939,http://example.org/abstract617939,cyberattack; cyberthreat; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_625508,ontology_abstract,625508,http://example.org/abstract625508,cyberattack; cybersecurity; cyberthreat,Security_Operations_Center; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_628440,ontology_abstract,628440,http://example.org/abstract628440,dataprotection; digitalsecurity; networksecurity,Data_Loss_Prevention; Digital_Asset_Protection; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_634260,ontology_abstract,634260,http://example.org/abstract634260,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
