record_id,abstract_id,simple_1,simple_2,simple_3,simple_4,simple_5,advanced_1,advanced_2,advanced_3,advanced_4,advanced_5,simple_1__source,simple_2__source,simple_3__source,simple_4__source,simple_5__source,advanced_1__source,advanced_2__source,advanced_3__source,advanced_4__source,advanced_5__source
abstract_214226,214226,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_214766,214766,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_216746,216746,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_220283,220283,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_224794,224794,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_227271,227271,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_228784,228784,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_233495,233495,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_242525,242525,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_248471,248471,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_259612,259612,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_260063,260063,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_264076,264076,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_265164,265164,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_266970,266970,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_270227,270227,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_271065,271065,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_272502,272502,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_272817,272817,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_283902,283902,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_289350,289350,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_294511,294511,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_300512,300512,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_301309,301309,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_308142,308142,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_318378,318378,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_319025,319025,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_319040,319040,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_339829,339829,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_346983,346983,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_348268,348268,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_351021,351021,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_351844,351844,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_361033,361033,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_364997,364997,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_376632,376632,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_385977,385977,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_389459,389459,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_401220,401220,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_406676,406676,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_414030,414030,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_416447,416447,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_419247,419247,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_423138,423138,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_423247,423247,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_423925,423925,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_425273,425273,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_425600,425600,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_428625,428625,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_438843,438843,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_442686,442686,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_444195,444195,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_449740,449740,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_452479,452479,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_452693,452693,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_453110,453110,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_458436,458436,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_459117,459117,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_459370,459370,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_462949,462949,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_463579,463579,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_474136,474136,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_478681,478681,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_479319,479319,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_482320,482320,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_486330,486330,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_488019,488019,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_494460,494460,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_500731,500731,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_502788,502788,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_511166,511166,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_518626,518626,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_528368,528368,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_531059,531059,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_532714,532714,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_535188,535188,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_538227,538227,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_540396,540396,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_544753,544753,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_554404,554404,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_559609,559609,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_572549,572549,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_583369,583369,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_588144,588144,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_588460,588460,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_588930,588930,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_589685,589685,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_596506,596506,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_601885,601885,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_610710,610710,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_611815,611815,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_617939,617939,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_625508,625508,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_628440,628440,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_634260,634260,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_635279,635279,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_652820,652820,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_653950,653950,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_657888,657888,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_659923,659923,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_662506,662506,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_668470,668470,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_669211,669211,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_675868,675868,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_676224,676224,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_679450,679450,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_700126,700126,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_702283,702283,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_703689,703689,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_707333,707333,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_707627,707627,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_709348,709348,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_723001,723001,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
abstract_727236,727236,,,,,,,,,,,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual,missing_manual
